ID,pace,shooting,passing,dribbling,defending,physic
176692,84,56,66,74,28,54
176902,75,61,69,70,56,71
177278,54,68,65,68,40,68
177279,68,65,70,68,59,73
177404,59,46,63,67,69,76
177521,69,52,63,62,69,76
177522,84,61,62,73,54,76
177790,70,50,61,65,67,76
177802,62,69,66,70,54,63
178152,39,49,58,61,70,80
178264,61,68,56,63,28,77
178283,,,,,,
178565,85,47,67,66,62,58
178566,,,,,,
178584,41,26,44,42,70,77
179547,,,,,,
179731,67,60,71,67,62,72
179811,72,66,65,67,68,68
179842,65,21,54,65,72,70
180250,75,70,67,71,64,76
180287,58,70,65,63,34,71
180823,72,58,57,69,68,68
181199,79,67,65,70,33,55
181455,72,59,62,63,71,75
181499,38,46,68,65,65,72
181971,71,65,68,65,67,72
182091,85,65,61,72,32,68
182166,72,61,72,73,67,69
182178,75,39,58,62,70,77
182207,,,,,,
182412,61,53,56,55,69,74
182473,76,55,66,69,67,73
182856,66,66,71,71,43,62
183283,55,44,60,53,70,71
183339,76,69,65,65,40,74
183361,30,28,57,39,70,72
183395,68,42,61,63,69,71
183453,65,70,65,66,72,81
183565,71,62,62,64,68,73
183593,90,63,63,73,30,48
183746,78,58,69,67,68,67
183921,67,58,72,64,55,75
183936,70,67,65,67,63,79
184035,82,54,61,67,65,76
184040,,,,,,
184139,,,,,,
184220,68,65,70,68,57,70
184242,69,63,69,69,58,69
184320,71,54,67,68,64,72
184338,56,49,53,60,69,73
184387,62,69,69,68,52,76
184624,63,70,53,63,40,67
184664,49,46,52,50,67,77
184781,,,,,,
184935,70,22,61,69,66,66
184982,52,68,62,68,33,67
185109,78,56,63,63,66,76
185120,57,31,43,49,69,75
186272,62,67,55,66,35,72
186352,60,32,51,50,68,77
186453,69,59,69,69,67,72
186504,69,68,67,74,49,65
186595,80,66,67,68,57,68
186682,42,63,67,66,64,72
186781,,,,,,
186876,66,46,53,62,67,78
186993,68,68,70,69,60,67
187013,44,48,63,59,70,70
187038,78,63,59,67,27,80
187042,66,66,67,66,66,79
187208,,,,,,
188107,77,68,50,68,29,79
188271,82,68,65,72,34,66
188305,64,70,56,64,23,77
188313,82,62,67,74,66,61
188335,61,71,45,65,34,69
188336,62,34,48,44,69,74
188586,45,63,69,64,68,71
188602,73,40,62,64,65,83
188621,72,56,68,68,66,71
188765,50,52,62,62,66,77
188782,50,31,50,42,69,76
188824,73,54,65,64,69,72
188825,56,37,60,57,67,77
189003,69,47,64,65,67,72
189061,,,,,,
189065,82,52,65,68,64,74
189155,68,36,63,65,69,76
189235,51,62,68,64,69,65
189397,55,42,58,63,69,74
189425,66,64,70,70,62,69
189553,69,49,59,58,65,79
189603,92,62,62,69,31,70
189607,71,70,49,62,30,80
189619,70,55,66,69,68,75
189713,53,70,63,67,40,64
189824,59,47,54,49,70,71
189923,82,39,59,60,69,77
189961,87,69,60,69,36,64
190113,,,,,,
190196,70,24,45,45,68,78
190467,64,65,67,62,65,74
190497,71,69,59,70,40,66
190499,78,70,70,74,47,57
190559,72,69,71,66,67,53
190572,74,46,64,67,68,76
190575,67,57,68,70,65,66
190593,73,70,70,70,35,70
190614,62,69,60,69,30,60
190738,67,70,61,69,41,68
190747,64,71,54,68,31,62
190780,,,,,,
190852,75,64,63,77,26,60
190915,63,68,61,67,44,77
191059,47,70,73,71,60,63
191079,54,33,45,51,69,76
191252,84,62,63,65,63,79
191566,70,46,71,73,69,65
191814,51,44,49,47,66,80
191944,69,63,69,67,58,70
192071,89,62,61,73,37,52
192250,51,41,54,49,69,81
192329,71,46,57,62,67,84
192370,75,69,66,72,33,56
192451,79,69,68,71,60,74
192546,71,41,62,65,68,69
192555,58,46,59,55,72,76
192561,76,66,61,68,46,77
192594,68,44,63,62,71,71
192611,73,66,66,69,67,80
192647,42,72,63,69,34,69
192728,70,69,61,65,34,72
192938,76,69,66,72,25,62
192982,69,59,64,71,26,60
193057,60,71,62,64,38,76
193092,89,66,65,74,25,43
193201,84,67,66,75,65,63
193310,70,34,51,51,69,77
193421,58,69,77,70,57,45
193429,81,65,64,77,66,61
193475,68,50,68,68,69,65
193495,58,65,70,70,68,66
193528,69,67,57,67,28,69
193561,74,57,65,68,67,73
193602,49,37,51,48,70,66
193679,63,38,61,61,69,70
193685,73,60,65,71,63,77
193900,83,52,60,68,67,67
193942,61,59,66,67,66,69
194077,67,54,59,67,68,74
194082,72,68,67,72,34,71
194086,65,34,62,63,69,65
194122,76,70,48,65,32,72
194216,77,45,57,64,67,70
195036,77,69,48,68,24,67
195037,32,23,41,37,70,80
195256,76,58,68,68,64,71
195272,70,58,69,70,65,73
195313,50,30,47,50,72,70
195480,70,48,64,65,68,71
195687,40,54,65,61,70,70
196151,65,64,76,71,51,61
196435,65,44,48,50,70,71
196881,64,43,54,59,68,71
196991,66,50,65,67,68,71
197154,61,33,48,53,69,75
197233,,,,,,
197300,71,70,67,71,40,56
197480,70,69,53,66,22,76
197641,,,,,,
197689,,,,,,
197716,75,68,61,68,38,75
197785,70,62,67,76,29,52
197925,91,63,65,74,46,70
198062,32,30,44,42,69,78
198117,62,35,45,43,70,74
198131,78,68,65,71,36,68
198177,76,39,61,64,68,75
198220,65,61,68,69,63,64
198223,72,59,66,72,55,65
198322,61,54,65,70,63,74
198517,71,51,61,69,66,74
198538,62,58,59,58,68,80
198553,88,47,64,69,65,71
198560,64,53,57,57,68,77
198564,71,69,55,65,36,71
198589,72,54,65,69,67,74
198601,84,61,63,72,41,69
198630,74,24,50,50,70,81
198631,79,68,54,72,21,71
198632,86,61,64,73,38,54
198687,79,60,64,70,65,79
198726,80,67,55,66,34,66
198751,82,47,69,75,62,75
198776,66,61,65,75,42,57
198783,51,72,58,60,43,69
198857,53,28,37,51,70,76
198914,71,68,70,70,57,74
199027,73,40,60,63,71,65
199044,75,68,57,64,35,68
199183,73,62,69,68,58,71
199195,63,52,67,69,63,69
199262,71,62,68,69,62,70
199305,60,43,40,43,70,77
199352,48,55,60,61,69,75
199508,65,46,52,56,68,78
199537,71,34,64,62,67,74
199584,67,66,65,66,69,75
199683,81,42,65,72,65,67
199689,79,66,65,67,39,71
199832,52,27,45,49,69,73
200107,76,65,66,71,59,79
200298,63,27,57,56,72,79
200309,90,48,60,68,65,75
200395,43,35,50,51,68,77
200671,53,57,64,65,66,73
200770,77,68,71,69,58,67
200810,79,38,55,66,64,79
200914,79,59,64,68,66,73
200930,76,59,70,71,38,59
201136,76,33,62,70,67,74
201146,63,40,62,54,67,77
201299,,,,,,
201346,70,70,52,67,33,75
201512,77,44,64,64,67,70
201714,65,68,65,61,34,77
201746,65,35,48,47,65,81
201887,78,68,69,73,49,65
201908,71,30,57,60,72,80
201914,66,27,36,49,72,67
201965,81,65,66,69,62,74
202017,87,66,60,72,31,73
202305,73,68,70,70,53,66
202311,71,59,63,64,68,77
202356,69,51,59,62,69,74
202413,54,62,65,66,68,74
202512,76,51,65,65,65,82
202686,78,70,61,72,46,63
202910,,,,,,
203004,,,,,,
203159,57,29,44,39,69,78
203161,50,31,41,43,70,78
203177,71,51,62,71,69,70
203256,49,45,58,65,68,75
203446,63,57,74,72,62,66
203568,76,59,67,70,56,73
203588,88,63,67,68,42,68
203603,64,53,67,75,47,60
203736,79,67,50,70,22,63
203741,78,48,65,67,65,76
203850,69,33,49,51,69,73
203889,72,67,54,68,24,69
204030,76,60,66,69,67,67
204040,68,68,69,71,68,73
204050,38,38,61,60,71,72
204061,88,63,66,76,58,61
204062,,,,,,
204121,54,51,56,60,70,70
204171,74,70,68,71,49,69
204346,77,60,69,74,46,52
204347,40,39,48,44,68,79
204387,67,65,68,71,51,57
204444,81,68,64,73,50,74
204451,65,31,56,59,69,71
204496,32,45,52,44,72,72
204506,83,62,60,70,29,66
204513,,,,,,
204627,81,36,47,58,66,80
204676,67,65,73,72,58,63
204684,67,68,68,72,62,75
204687,77,57,63,71,65,73
204688,71,65,70,68,63,80
204701,82,61,63,77,30,47
204737,91,67,63,72,35,48
204820,85,62,62,74,34,58
205138,76,66,68,73,43,74
205163,67,66,68,66,56,68
205186,,,,,,
205352,,,,,,
205565,45,29,43,33,69,84
205585,57,41,69,65,64,70
205618,68,31,61,65,68,72
205654,77,58,64,70,66,82
205669,70,61,69,68,66,61
205701,87,70,58,72,29,66
205892,69,66,61,67,36,76
205929,62,60,70,70,49,62
205963,68,70,54,66,28,73
206005,48,71,50,61,39,72
206207,60,48,58,62,69,83
206518,83,65,61,72,34,59
206544,61,67,70,69,42,63
206565,82,65,66,72,39,61
206571,80,68,67,70,24,65
206601,68,37,60,60,71,73
206650,57,60,68,67,65,68
207523,66,47,61,64,71,74
207593,71,57,67,66,69,71
207683,,,,,,
207684,85,66,66,72,35,63
207753,42,24,37,52,71,76
207876,81,66,64,71,65,79
207954,65,53,56,44,68,75
207960,83,69,63,71,37,55
208052,84,51,58,70,66,65
208096,69,63,69,70,37,60
208099,46,25,50,38,71,76
208100,42,60,48,46,71,75
208269,68,71,35,54,32,75
208335,68,47,57,62,71,66
208374,73,69,64,68,34,72
208375,,,,,,
208437,60,71,69,68,51,79
208440,61,27,48,44,71,71
208459,72,40,62,63,69,82
208470,73,45,60,67,69,71
208493,78,40,63,72,66,64
208585,68,70,69,73,37,37
208679,,,,,,
208700,87,69,60,74,29,62
208723,74,40,61,65,68,69
208790,90,70,63,77,19,37
208916,69,71,61,66,22,74
209109,,,,,,
209196,73,24,52,56,70,68
209333,,,,,,
209569,59,64,69,71,45,70
209613,79,67,58,68,22,64
209660,79,43,59,66,66,75
209698,41,50,62,64,67,73
209874,,,,,,
209957,,,,,,
209987,,,,,,
209990,,,,,,
210031,61,69,54,65,34,72
210042,70,70,59,65,61,73
210171,82,67,64,73,35,65
210202,90,66,62,72,30,70
210329,81,62,65,76,28,57
210404,65,70,64,68,26,71
210534,87,68,60,71,33,69
210548,47,57,70,67,53,54
210653,54,42,51,62,68,75
210688,76,64,70,68,64,73
210787,58,40,55,51,66,76
210880,85,49,62,65,63,78
210923,,,,,,
211068,64,68,61,66,39,73
211099,84,62,63,74,41,60
211204,88,56,63,74,61,64
211231,75,51,63,65,68,63
211272,73,46,56,61,68,76
211515,,,,,,
211736,81,67,62,70,35,67
211954,65,63,64,65,69,77
212018,74,29,45,48,70,75
212048,75,68,68,68,52,66
212138,92,62,64,66,48,67
212156,83,67,60,70,28,73
212210,87,69,57,70,18,64
212229,74,58,65,76,41,50
212232,84,67,59,70,37,74
212249,66,68,71,72,34,56
212260,80,67,58,68,36,70
212261,76,69,61,74,31,61
212332,75,70,61,71,37,66
212382,73,62,58,67,43,73
212405,50,50,64,66,63,72
212419,69,37,61,65,70,76
212509,66,57,56,63,67,74
212625,75,47,59,66,69,77
212632,,,,,,
212747,70,58,67,74,38,49
212771,80,67,64,75,38,53
212791,80,66,66,72,53,66
212795,68,47,61,60,69,73
212879,85,70,61,69,27,68
212943,72,66,56,65,27,64
212955,69,52,69,72,42,51
213017,71,39,55,60,70,72
213092,66,49,61,64,68,79
213170,54,60,65,62,63,79
213321,62,72,54,64,45,75
213325,58,44,63,58,67,78
213439,67,65,68,73,55,64
213445,75,63,64,77,34,49
213490,74,65,65,75,43,64
213497,67,46,52,49,69,74
213512,64,64,71,73,59,71
213697,64,56,59,65,72,72
213711,67,55,65,69,65,66
213846,68,36,56,47,69,72
213930,70,69,47,65,31,69
214000,87,65,63,75,39,62
214004,41,51,46,46,69,73
214005,84,61,65,68,65,71
214021,62,33,48,47,70,71
214025,74,55,64,66,66,78
214085,74,35,56,56,71,70
214118,79,42,52,58,68,73
214163,75,46,63,72,66,80
214201,83,62,70,72,39,53
214208,63,46,65,66,65,72
214226,61,44,65,63,66,74
214326,49,40,50,57,70,75
214382,68,69,63,66,59,77
214404,44,23,40,35,71,77
214411,79,61,68,73,46,57
214418,85,69,61,72,31,55
214446,77,45,65,64,69,76
214480,39,35,37,43,73,76
214582,,,,,,
214700,62,41,49,47,70,72
214733,91,60,62,72,28,58
214835,68,71,63,68,25,68
214862,75,72,48,61,34,75
214876,85,69,49,65,26,68
214971,79,63,66,73,30,62
214987,77,31,57,66,68,70
215076,75,66,66,71,69,70
215130,,,,,,
215147,62,37,38,46,72,72
215192,78,55,70,71,63,71
215193,78,59,66,72,65,55
215247,71,68,55,66,33,66
215266,92,65,63,68,32,75
215314,47,38,48,43,71,72
215328,70,53,63,66,68,71
215374,87,63,52,70,30,61
215383,71,32,64,66,69,66
215441,73,67,55,69,36,70
215572,66,55,59,60,68,83
215615,71,66,65,71,61,71
216015,55,32,40,45,70,69
216284,32,32,47,41,69,72
216351,59,67,72,69,55,63
216371,70,54,58,61,69,72
216408,69,70,52,67,32,71
216498,75,68,63,73,36,67
216523,59,24,46,49,70,75
217217,57,57,64,62,66,70
217639,67,63,73,66,46,59
218345,79,67,67,71,51,62
218659,71,37,63,66,69,66
218687,69,49,69,68,66,69
218736,66,63,63,71,60,60
218991,72,62,66,70,60,71
219451,50,41,51,54,71,76
219466,78,47,63,66,65,60
219655,77,39,61,71,66,70
219733,50,70,42,66,26,72
219736,,,,,,
219771,74,62,67,72,39,59
219837,60,62,71,65,64,65
219848,67,39,59,61,70,66
219852,71,32,51,63,72,72
219864,62,53,66,71,68,52
219914,77,34,56,68,69,67
220035,83,70,59,72,20,65
220087,64,50,58,66,67,75
220089,66,39,54,56,69,79
220118,66,65,70,73,40,56
220175,75,64,66,72,65,79
220246,68,31,49,44,72,71
220362,85,59,71,72,58,74
220429,54,46,59,60,69,78
220509,75,26,51,64,66,60
220534,54,60,57,57,70,69
220710,78,64,63,73,38,48
221121,78,68,63,75,47,58
221179,71,60,66,69,59,60
221220,66,25,46,45,70,73
221279,70,63,73,70,56,44
221367,66,67,68,72,37,63
221370,81,57,68,67,64,69
221564,71,65,67,74,25,50
221587,81,63,63,74,49,58
221610,,,,,,
221618,76,70,52,71,25,61
221737,80,61,64,72,28,63
221791,59,64,72,71,61,57
221890,65,54,63,66,68,73
222153,78,70,66,71,44,57
222224,59,57,66,59,65,70
222225,72,61,64,63,70,69
222262,73,70,54,65,28,71
222273,78,57,68,67,66,64
222278,75,25,57,60,65,75
222358,76,64,63,74,33,50
222391,62,62,64,69,64,73
222420,78,64,66,69,59,68
222428,57,33,49,41,70,76
222464,,,,,,
222475,67,59,64,68,65,80
222511,,,,,,
222513,79,62,65,75,32,46
222521,43,32,44,45,69,80
222553,54,47,59,60,70,80
222560,78,58,69,73,49,62
222970,80,66,66,73,30,54
222991,81,65,64,75,22,50
222993,82,67,61,72,25,59
223030,60,68,68,65,64,81
223071,,,,,,
223107,,,,,,
223113,75,68,51,67,37,66
223212,78,62,66,75,27,66
223223,67,68,65,61,69,84
223243,54,48,53,53,71,73
223335,62,30,48,62,71,70
223422,55,39,43,46,70,70
223489,58,69,63,66,48,77
223495,73,51,61,66,68,75
223498,73,62,64,68,71,64
223550,,,,,,
223551,69,68,54,65,28,75
223573,,,,,,
223654,70,52,62,63,67,77
223922,64,67,71,68,62,67
224142,51,48,41,44,71,76
224143,92,64,62,66,54,72
224146,75,68,63,70,31,62
224185,64,72,73,65,62,73
224221,61,40,51,51,70,72
224314,60,55,64,70,66,66
224325,71,63,69,69,63,75
224385,72,64,68,72,53,65
224423,78,62,65,69,65,68
224489,62,29,44,54,71,74
224537,50,30,47,52,69,76
224542,63,44,60,59,71,80
224608,56,40,54,60,68,81
224656,82,36,52,68,68,72
224756,73,58,65,75,60,56
224885,80,35,66,70,65,74
224977,,,,,,
224987,,,,,,
225206,83,62,62,69,63,74
225341,62,36,57,62,68,74
225441,74,66,67,74,42,61
225507,80,50,60,64,69,76
225530,61,69,55,61,28,72
225539,69,68,61,72,24,62
225632,90,62,60,71,36,69
225699,72,47,64,66,69,67
225894,60,25,35,41,70,76
225931,74,66,68,74,47,69
225934,55,31,48,53,69,73
226035,90,67,56,65,34,78
226108,67,32,50,57,71,64
226278,81,59,65,73,34,58
226299,74,66,48,66,23,70
226385,75,64,66,74,33,54
226401,64,68,69,72,44,53
226430,76,62,64,77,27,55
226515,61,63,64,66,71,66
226583,71,34,53,59,67,77
226677,71,63,68,74,61,70
226711,73,56,71,75,43,60
226773,72,60,62,72,62,70
226861,86,70,65,72,30,61
227153,87,48,61,65,65,66
227362,67,34,50,60,68,72
227394,63,73,51,58,34,71
227557,71,70,54,67,29,66
227558,63,69,57,65,28,68
227604,66,67,50,64,25,74
227787,74,64,68,70,59,49
227903,76,71,49,66,25,67
227921,68,57,61,68,69,70
228353,67,58,69,65,66,65
228520,78,67,61,70,35,70
228730,67,35,43,50,71,72
228732,57,30,39,45,70,80
228738,92,68,55,76,29,47
228804,63,57,70,69,64,62
228813,63,61,71,73,57,52
228838,58,51,64,63,68,71
228908,70,68,72,68,51,69
229011,59,30,60,62,71,72
229026,75,46,67,65,67,74
229038,53,48,66,66,68,71
229039,82,44,61,64,62,70
229041,50,26,54,53,68,78
229137,63,63,64,69,65,74
229150,65,46,60,57,69,73
229209,80,68,60,72,35,69
229247,71,63,70,71,65,71
229435,67,58,63,71,42,67
229444,,,,,,
229469,87,63,61,74,31,68
229517,69,58,69,72,46,50
229522,64,55,68,69,62,70
229533,68,42,49,67,67,75
229537,58,46,48,55,68,80
229574,64,30,44,48,73,70
229582,52,33,41,43,72,67
229606,61,51,67,70,59,74
229649,71,62,65,71,60,70
229654,92,36,63,77,63,66
229682,65,29,46,50,70,67
229683,63,71,57,71,25,63
229880,82,47,56,67,69,65
229991,62,57,70,75,39,37
230043,79,63,66,74,50,66
230169,,,,,,
230243,50,57,66,68,71,69
230249,56,44,64,55,66,71
230342,70,54,60,60,67,70
230350,81,44,60,71,65,65
230362,78,44,68,58,68,76
230368,72,52,66,66,69,63
230382,72,49,57,57,68,71
230398,46,43,43,48,70,70
230405,53,29,47,39,70,72
230415,62,52,53,48,71,69
230443,63,54,65,62,70,72
230464,53,61,71,71,36,50
230472,73,60,68,71,42,51
230474,82,60,67,76,32,53
230480,57,62,68,75,36,52
230489,72,65,65,75,25,58
230520,64,66,54,70,31,61
230708,60,25,45,36,70,75
230855,59,34,35,45,71,73
230981,75,49,62,66,71,71
231212,67,53,65,64,66,68
231416,78,61,65,76,24,55
231530,85,70,62,71,40,59
231612,75,67,67,76,36,61
231777,77,63,67,73,38,44
231862,76,70,58,70,35,59
231942,69,66,69,71,48,69
232080,82,64,63,73,39,63
232148,78,71,65,69,39,71
232219,90,67,62,71,33,66
232223,82,56,67,70,66,69
232318,75,65,65,71,52,71
232329,65,67,57,69,21,69
232487,76,52,57,64,68,72
232523,77,68,60,73,30,53
232610,91,63,56,74,26,62
232692,78,56,66,71,63,74
232709,78,63,62,72,55,70
232730,78,58,66,73,37,59
232736,66,61,70,74,51,63
232870,67,30,43,42,71,79
232884,70,65,67,73,46,53
232926,52,70,65,67,30,65
233113,77,63,68,75,61,61
233147,83,64,70,74,64,63
233292,69,34,40,48,68,75
233301,76,56,64,66,66,76
233306,,,,,,
233329,41,39,54,44,67,78
233472,88,60,62,73,27,52
233825,73,68,47,68,27,76
233943,78,56,64,70,66,79
233986,78,42,54,59,67,81
233999,,,,,,
234017,64,60,70,69,37,61
234048,87,65,61,76,26,55
234078,71,50,67,75,64,69
234203,65,51,72,69,62,68
234385,73,53,69,76,50,53
234458,51,32,48,49,69,75
234763,40,55,64,66,70,72
234816,68,51,60,54,67,75
234824,86,70,60,70,23,65
234873,77,65,68,69,58,64
234913,79,65,61,68,26,64
234957,74,72,48,66,24,57
235088,88,44,56,68,66,68
235103,86,62,58,77,27,65
235183,,,,,,
235257,57,32,50,55,70,73
235312,,,,,,
235381,71,63,69,73,49,56
235407,66,55,67,73,67,66
235499,60,28,52,50,68,80
235502,76,68,65,75,22,63
235526,65,45,67,76,52,55
235706,77,67,61,76,30,63
235863,69,38,50,54,69,75
235874,57,57,72,74,44,55
235927,90,64,57,76,24,61
235943,77,44,60,67,66,49
236111,74,44,63,67,66,68
236113,83,38,58,69,67,58
236145,69,56,71,60,68,66
236172,71,59,65,70,42,69
236345,68,68,68,69,47,65
236382,73,56,63,72,69,66
236401,78,57,66,70,64,68
236466,66,50,71,70,67,64
236498,69,67,54,71,27,69
236522,75,64,64,73,21,58
236527,69,55,62,66,69,70
236547,82,60,64,72,53,65
236692,69,69,56,66,22,60
236836,89,58,69,76,42,59
236935,73,65,65,73,36,57
236947,72,34,49,50,71,71
237075,58,70,50,68,30,73
237221,71,45,55,68,70,65
237223,70,65,68,67,55,76
237532,72,44,61,71,66,71
237555,77,68,51,65,29,71
237841,82,46,61,69,67,76
237895,81,66,64,73,36,62
237985,65,31,42,52,70,71
237995,80,60,64,76,47,60
238072,69,56,67,70,62,83
238160,58,39,49,53,69,75
238486,82,61,63,76,49,59
238555,83,67,61,76,37,62
238802,82,70,62,72,34,64
238830,67,67,55,69,21,68
238858,79,58,72,72,40,57
238862,58,25,44,51,69,72
239116,78,62,59,66,66,69
239331,69,68,67,73,33,59
239389,69,63,70,70,41,47
239414,56,62,66,68,49,64
239441,87,66,62,73,32,63
239590,55,37,45,51,69,76
239675,72,62,71,68,66,71
239732,83,60,65,68,67,80
239814,72,28,51,53,68,78
239822,75,36,53,61,70,70
239841,69,42,55,61,71,72
239842,72,69,44,64,28,77
239950,61,49,66,68,65,69
239978,75,67,63,71,31,68
240122,53,44,57,48,70,74
240164,78,56,66,76,41,47
240166,78,67,64,74,32,55
240257,74,46,62,70,67,67
240281,73,52,63,70,67,74
240690,79,66,60,74,36,61
240754,74,53,65,73,67,64
240943,72,67,62,73,38,70
241084,85,57,61,74,30,62
241095,75,66,63,75,35,60
241162,82,62,60,76,32,52
241234,85,64,64,71,39,52
241412,82,67,67,71,32,64
241509,80,60,66,74,45,41
241637,68,51,62,68,67,70
241670,65,53,67,64,67,66
241746,67,49,49,60,71,67
241779,77,65,65,74,43,63
241854,67,61,58,61,69,71
241856,69,59,71,72,57,61
242112,83,61,67,71,35,54
242359,44,34,42,53,70,74
242380,64,52,70,69,66,68
242389,76,58,64,78,30,49
242614,60,34,50,53,68,76
243008,60,57,70,69,59,63
243780,68,66,68,76,27,46
244021,69,66,69,73,37,63
244206,64,25,40,38,70,62
244263,64,27,32,36,71,76
244268,78,61,68,66,39,48
244270,70,59,71,72,61,60
244384,,,,,,
244516,83,45,61,70,63,62
244582,70,55,67,73,52,66
244584,,,,,,
244628,76,70,50,71,32,65
244646,64,34,51,50,70,71
244709,59,59,64,60,70,74
245257,77,40,62,65,68,60
245275,71,56,66,64,66,63
3484,31,33,55,52,71,62
13127,45,67,71,72,58,36
50294,52,71,67,70,55,55
53073,54,55,55,64,69,72
111206,52,54,66,70,73,61
116917,,,,,,
126883,71,64,64,69,57,66
135647,52,70,60,61,35,65
135743,61,69,56,61,33,77
136363,66,67,58,62,33,62
137786,36,47,31,54,68,75
138026,,,,,,
138336,65,68,67,68,52,73
139799,39,70,60,63,44,71
140201,47,71,62,69,25,60
140422,59,38,51,59,67,71
142720,65,45,64,70,70,67
143022,72,63,72,72,51,58
143112,86,65,60,69,47,68
144511,55,60,66,63,64,70
146487,65,72,73,69,54,63
146521,76,41,63,63,64,71
146974,62,46,52,53,65,78
147899,64,32,51,51,68,74
148696,62,59,70,65,66,75
149309,,,,,,
150659,,,,,,
155524,48,39,49,51,68,74
155657,51,57,50,56,67,80
155931,,,,,,
156662,51,63,65,69,67,73
157270,53,69,60,61,34,71
157305,39,62,64,62,69,72
157412,40,72,71,69,43,63
157515,70,58,65,64,67,72
157741,66,60,68,65,63,78
158784,,,,,,
158887,67,42,71,66,67,68
158902,46,47,69,67,68,71
158966,71,58,70,69,66,65
159043,78,63,63,73,31,43
159436,,,,,,
159577,27,35,42,37,68,68
162056,55,67,57,62,45,81
162471,71,66,62,66,37,76
163396,75,69,53,65,45,72
163796,55,71,72,70,63,69
164568,61,66,66,67,67,72
164766,74,51,59,66,65,76
165219,52,36,51,47,67,72
165520,65,68,70,69,36,59
165564,,,,,,
166097,,,,,,
166919,53,57,64,63,69,67
167159,50,35,52,43,69,72
167516,57,62,65,69,38,61
167532,73,52,63,67,66,71
168403,49,33,42,39,68,74
169158,51,36,62,54,69,67
169423,,,,,,
169464,83,49,61,69,63,72
169479,51,52,60,62,68,82
169493,,,,,,
169509,50,40,48,40,68,74
169575,61,38,58,61,72,71
169586,74,67,59,68,36,67
169609,65,41,57,63,70,74
169721,66,45,57,59,65,72
169815,55,71,64,66,31,66
170514,71,42,54,61,68,77
170632,,,,,,
170941,78,45,57,62,66,74
171077,75,47,56,60,67,79
171087,64,55,59,59,67,77
171315,55,69,72,71,37,52
171565,63,69,57,65,42,68
171995,82,68,57,74,27,45
172092,68,70,53,67,32,70
172411,67,44,56,49,66,79
172418,69,68,65,67,24,66
172620,51,45,53,52,68,74
172756,51,49,64,59,66,81
172780,53,71,61,63,28,68
173097,71,45,62,63,70,66
173130,87,61,72,72,55,66
173444,75,67,63,66,42,76
173470,62,55,70,71,61,53
173530,79,62,66,74,36,50
173667,76,69,64,66,41,75
173859,79,69,49,72,36,63
174382,65,54,61,62,65,75
174754,78,66,60,71,31,65
175613,51,40,55,59,66,78
175934,,,,,,
176628,79,57,65,75,35,45
176920,71,45,55,55,68,76
176924,67,66,63,70,34,70
177055,33,61,62,59,67,75
177083,76,53,61,66,66,65
177100,69,71,69,67,46,61
177129,42,54,60,60,70,75
177508,,,,,,
177895,75,63,64,73,43,67
177906,81,63,65,72,42,68
177969,36,38,50,49,67,78
178022,,,,,,
178211,,,,,,
178430,63,49,60,62,69,71
179569,69,65,68,69,54,55
179665,62,70,68,69,29,67
179698,59,62,63,64,72,71
179800,78,56,61,68,64,66
179931,72,46,50,42,67,79
179971,83,66,46,64,33,74
181175,58,32,43,42,68,74
181694,,,,,,
181699,89,60,64,64,35,66
182224,,,,,,
182270,,,,,,
182409,63,67,65,71,56,77
182451,,,,,,
182621,42,50,59,56,69,71
182743,,,,,,
182940,64,69,51,62,28,70
183315,,,,,,
183382,72,46,59,65,65,79
183392,63,72,48,56,28,72
183442,75,67,67,70,45,65
183480,76,44,59,65,65,71
183490,70,41,60,63,66,70
183513,,,,,,
183564,67,59,69,63,66,74
183573,57,55,62,61,68,75
183578,66,33,45,42,69,68
183640,35,21,38,39,68,72
183691,69,58,70,65,64,66
183736,42,33,56,50,69,70
183743,,,,,,
183815,68,56,64,65,67,73
183920,72,67,53,64,32,81
183940,73,54,65,70,66,67
183987,75,50,63,68,63,65
183997,72,66,59,67,36,70
184285,70,67,66,67,55,65
184287,72,61,66,71,36,53
184323,70,54,69,65,67,68
184456,70,46,54,64,68,74
184471,60,65,70,70,37,60
184512,41,36,37,46,69,81
184527,90,63,61,69,41,63
184585,,,,,,
184643,76,57,66,67,63,65
184707,52,68,51,61,32,80
184816,81,66,64,72,48,75
184820,49,44,55,59,68,65
184900,60,41,51,54,67,69
184927,89,61,64,72,38,61
185064,73,69,65,71,27,71
185349,82,49,64,71,68,67
185405,,,,,,
186101,59,23,44,42,68,75
186135,63,57,62,61,67,70
186267,76,54,64,70,63,67
186415,89,65,60,71,39,58
186559,57,61,68,69,60,69
186721,65,50,55,54,65,80
186788,70,50,56,61,66,75
186882,,,,,,
186887,66,71,70,68,40,77
186979,65,53,67,68,67,69
186999,71,68,66,67,65,78
187076,75,67,54,72,25,63
187110,70,54,62,65,64,78
187265,77,60,65,73,37,45
187350,78,49,60,64,66,72
187489,57,66,63,64,68,79
187498,71,68,69,68,39,62
187591,,,,,,
187705,74,59,65,70,65,67
187789,67,67,65,71,56,75
187916,80,49,62,67,65,63
188000,68,53,67,63,64,81
188076,52,55,66,67,66,77
188091,88,67,55,73,36,76
188194,80,69,67,75,64,68
188232,84,63,64,73,52,62
188274,65,69,62,64,30,74
188411,51,36,53,51,68,75
188430,71,56,65,68,65,77
