ID,player_positions,age,dob,height_cm,weight_kg,league_id,league_name,club_team_id,club_position,nation_position,nation_jersey_number,player_tags,player_traits,gk,player_face_url
225997,"LM, RM",24,11/27/1993,179,70,332,Premier League,101047,LM,LM,21,,"Selfish, Flair",19,https://cdn.sofifa.net/players/225/997/19_120.png
226161,CDM,23,1/30/1995,184,73,53,La Liga,243,SUB,,,,Long Passer (AI),18,https://cdn.sofifa.net/players/226/161/19_120.png
227234,"CDM, CM",21,4/29/1997,185,83,16,Ligue 1,66,CDM,,,,Injury Free,20,https://cdn.sofifa.net/players/227/234/19_120.png
227290,GK,26,1/24/1992,194,90,53,La Liga,467,SUB,,,,Puncher,78,https://cdn.sofifa.net/players/227/290/19_120.png
227476,ST,27,1/17/1991,187,82,308,Liga Portugal,236,SUB,,,,Beat Offside Trap,15,https://cdn.sofifa.net/players/227/476/19_120.png
227796,"RM, LM, RW, LW",19,9/18/1998,177,69,19,Bundesliga,22,RM,LW,10,"#Speedster, #Dribbler","Speed Dribbler (AI), Technical Dribbler (AI), Backs Into Player",20,https://cdn.sofifa.net/players/227/796/19_120.png
229909,GK,26,11/13/1991,189,80,,,,,SUB,12,,Rushes Out Of Goal,78,https://cdn.sofifa.net/players/229/909/19_120.png
230201,"RB, LM",34,2/29/1984,177,75,7,Serie A,1035,RB,RB,2,,Injury Free,60,https://cdn.sofifa.net/players/230/201/19_120.png
230212,"CB, LB",30,2/29/1988,182,79,7,Serie A,1048,RCB,SUB,15,,"Injury Free, Long Passer (AI)",18,https://cdn.sofifa.net/players/230/212/19_120.png
230251,"CDM, CM",30,2/29/1988,188,88,7,Serie A,112001,RDM,LCM,14,,,17,https://cdn.sofifa.net/players/230/251/19_120.png
230312,GK,26,2/29/1992,186,80,7,Serie A,1048,GK,SUB,12,,GK Long Throw,78,https://cdn.sofifa.net/players/230/312/19_120.png
230498,ST,30,2/29/1988,176,73,7,Serie A,1053,ST,SUB,11,,"Finesse Shot, Outside Foot Shot",18,https://cdn.sofifa.net/players/230/498/19_120.png
231478,ST,20,8/22/1997,175,79,31,Serie A,44,SUB,,,,"Technical Dribbler (AI), Target Forward",17,https://cdn.sofifa.net/players/231/478/19_120.png
233419,"RM, LM",21,12/14/1996,176,68,308,Liga Portugal,237,SUB,,,,"Flair, Speed Dribbler (AI), Technical Dribbler (AI)",17,https://cdn.sofifa.net/players/233/419/19_120.png
235790,"CAM, RM, CF",19,6/11/1999,188,82,19,Bundesliga,32,CAM,,,,"Finesse Shot, Playmaker (AI), Technical Dribbler (AI)",17,https://cdn.sofifa.net/players/235/790/19_120.png
236632,"RW, LW",21,3/3/1997,175,66,10,Eredivisie,245,LW,,,"#Dribbler, #Acrobat","Flair, Technical Dribbler (AI)",17,https://cdn.sofifa.net/players/236/632/19_120.png
244369,"RM, LM",20,11/15/1997,177,69,332,Premier League,101047,RM,,,,,16,https://cdn.sofifa.net/players/244/369/19_120.png
7826,"ST, CAM",34,8/6/1983,187,71,10,Eredivisie,246,CAM,,,,"Injury Prone, Flair, Chip Shot (AI), Backs Into Player",16,https://cdn.sofifa.net/players/007/826/19_120.png
20800,"CAM, LW, CM",34,8/7/1983,178,68,308,Liga Portugal,1893,LCM,,,,"Flair, Playmaker (AI), Technical Dribbler (AI)",15,https://cdn.sofifa.net/players/020/800/19_120.png
53914,CB,35,8/17/1982,180,87,13,Premier League,7,RCB,,,,"Dives Into Tackles (AI), Leadership, Long Passer (AI)",37,https://cdn.sofifa.net/players/053/914/19_120.png
111661,GK,34,2/18/1984,186,86,68,Super Lig,326,SUB,,,,"GK Up for Corners, GK Long Throw, Comes For Crosses",77,https://cdn.sofifa.net/players/111/661/19_120.png
115909,ST,37,6/27/1981,174,72,54,La Liga 2,472,ST,,,#Acrobat,"Beat Offside Trap, Selfish",19,https://cdn.sofifa.net/players/115/909/19_120.png
134744,"CDM, CM",35,2/8/1983,187,83,68,Super Lig,327,SUB,RCM,13,,"Injury Free, Team Player",18,https://cdn.sofifa.net/players/134/744/19_120.png
137677,GK,34,10/20/1983,184,84,13,Premier League,18,SUB,,,,Saves with Feet,77,https://cdn.sofifa.net/players/137/677/19_120.png
139064,CDM,36,1/29/1982,174,71,353,Liga Profesional,1876,CDM,,,,"Dives Into Tackles (AI), Leadership, Long Passer (AI), Long Shot Taker (AI), Team Player",20,https://cdn.sofifa.net/players/139/064/19_120.png
142707,ST,35,3/2/1983,174,72,353,Liga Profesional,101085,LS,,,,"Beat Offside Trap, Leadership",16,https://cdn.sofifa.net/players/142/707/19_120.png
142721,GK,34,2/18/1984,182,74,341,Liga MX,1032,GK,,,,Puncher,77,https://cdn.sofifa.net/players/142/721/19_120.png
142902,GK,34,6/28/1984,190,90,332,Premier League,101059,GK,,,,"GK Up for Corners, Puncher, Rushes Out Of Goal",77,https://cdn.sofifa.net/players/142/902/19_120.png
143001,"CAM, ST",34,2/5/1984,171,76,353,Liga Profesional,1877,LS,,,,"Finesse Shot, Long Shot Taker (AI)",11,https://cdn.sofifa.net/players/143/001/19_120.png
143587,"CAM, CM",34,9/10/1983,173,78,353,Liga Profesional,1013,RES,,,,"Diver, Flair, Long Shot Taker (AI), Playmaker (AI), Technical Dribbler (AI), Takes Finesse Free Kicks",18,https://cdn.sofifa.net/players/143/587/19_120.png
143745,"CM, RM, LM",31,1/30/1987,177,76,68,Super Lig,101014,CAM,,,,"Injury Prone, Finesse Shot, Flair, Playmaker (AI), Technical Dribbler (AI)",17,https://cdn.sofifa.net/players/143/745/19_120.png
146439,ST,32,8/20/1985,186,86,68,Super Lig,327,ST,,,#Strength,"Power Free-Kick, Avoids Using Weaker Foot, Power Header, Backs Into Player",17,https://cdn.sofifa.net/players/146/439/19_120.png
146460,"CDM, CM",34,1/4/1984,182,74,53,La Liga,483,SUB,,,,"Power Free-Kick, Dives Into Tackles (AI)",19,https://cdn.sofifa.net/players/146/460/19_120.png
146536,"RM, RW, RB, RWB",32,11/21/1985,170,60,53,La Liga,481,RM,,,,"Avoids Using Weaker Foot, Speed Dribbler (AI)",17,https://cdn.sofifa.net/players/146/536/19_120.png
146758,ST,33,5/27/1985,180,74,68,Super Lig,326,SUB,,,,,18,https://cdn.sofifa.net/players/146/758/19_120.png
147621,RM,33,7/19/1984,178,75,67,Premier League,100767,RW,RM,7,,"Early Crosser, Speed Dribbler (AI), Set Play Specialist",17,https://cdn.sofifa.net/players/147/621/19_120.png
150516,"CAM, ST",33,6/4/1985,182,83,349,J-League,101146,RW,,,,"Avoids Using Weaker Foot, Beat Offside Trap, Early Crosser, Long Shot Taker (AI)",17,https://cdn.sofifa.net/players/150/516/19_120.png
150724,GK,31,4/19/1987,196,91,13,Premier League,1796,GK,,,,Puncher,76,https://cdn.sofifa.net/players/150/724/19_120.png
152912,ST,37,7/17/1980,182,79,336,Liga BetPlay,101102,ST,,,,"Injury Free, Power Header, Target Forward",20,https://cdn.sofifa.net/players/152/912/19_120.png
153260,CB,40,9/13/1977,180,78,16,Ligue 1,70,CB,,,,"Leadership, Long Passer (AI), Team Player",17,https://cdn.sofifa.net/players/153/260/19_120.png
158121,GK,30,7/3/1987,187,88,16,Ligue 1,59,GK,,,,"Injury Free, Puncher",77,https://cdn.sofifa.net/players/158/121/19_120.png
158626,RB,32,7/28/1985,176,76,16,Ligue 1,1819,RB,,,,Injury Prone,18,https://cdn.sofifa.net/players/158/626/19_120.png
158856,"CM, CDM, CAM, RM",32,8/14/1985,189,81,19,Bundesliga,36,RM,,,#Engine,"Leadership, Team Player",18,https://cdn.sofifa.net/players/158/856/19_120.png
159171,"RM, CAM, LM",32,6/29/1986,176,72,350,Pro League,112387,RCM,,,,"Finesse Shot, Flair, Playmaker (AI), Technical Dribbler (AI)",18,https://cdn.sofifa.net/players/159/171/19_120.png
159287,"CDM, CM",33,1/18/1985,181,76,31,Serie A,47,SUB,,,,"Injury Prone, Long Passer (AI), Long Shot Taker (AI), Playmaker (AI), Team Player",12,https://cdn.sofifa.net/players/159/287/19_120.png
161754,"CDM, CM, CB",31,2/8/1987,186,82,53,La Liga,449,SUB,,,,Power Header,19,https://cdn.sofifa.net/players/161/754/19_120.png
162329,"CDM, CM",33,1/27/1985,181,71,350,Pro League,607,RDM,,,,Long Shot Taker (AI),20,https://cdn.sofifa.net/players/162/329/19_120.png
163806,GK,31,8/3/1986,179,75,53,La Liga,450,GK,,,,"Puncher, Comes For Crosses",77,https://cdn.sofifa.net/players/163/806/19_120.png
164082,"LB, RB",33,10/26/1984,172,75,68,Super Lig,327,LB,,,#Distance Shooter,"Long Shot Taker (AI), Technical Dribbler (AI)",21,https://cdn.sofifa.net/players/164/082/19_120.png
164376,ST,32,7/15/1985,193,90,2012,Super League,111724,LS,,,"#Aerial Threat, #Strength","Power Header, Target Forward",20,https://cdn.sofifa.net/players/164/376/19_120.png
165247,GK,31,6/20/1987,181,81,347,Premier League,110929,GK,GK,16,,"Leadership, GK Long Throw",77,https://cdn.sofifa.net/players/165/247/19_120.png
165501,CB,34,1/19/1984,181,74,53,La Liga,481,LCB,,,,"Injury Prone, Dives Into Tackles (AI)",21,https://cdn.sofifa.net/players/165/501/19_120.png
165517,"CM, CDM",32,4/10/1986,178,75,353,Liga Profesional,1877,SUB,,,,"Injury Prone, Long Passer (AI)",17,https://cdn.sofifa.net/players/165/517/19_120.png
167431,"CM, CDM",31,6/11/1987,172,72,19,Bundesliga,36,LDM,,,,Takes Finesse Free Kicks,19,https://cdn.sofifa.net/players/167/431/19_120.png
167514,"RB, RM",33,8/18/1984,183,72,31,Serie A,46,SUB,,,,Early Crosser,19,https://cdn.sofifa.net/players/167/514/19_120.png
168312,RB,31,11/12/1986,180,73,31,Serie A,47,SUB,,,,"Avoids Using Weaker Foot, Leadership, Speed Dribbler (AI)",11,https://cdn.sofifa.net/players/168/312/19_120.png
169588,CB,30,1/3/1988,188,77,13,Premier League,95,SUB,LCB,5,,Injury Prone,20,https://cdn.sofifa.net/players/169/588/19_120.png
171791,CB,34,12/22/1983,187,81,16,Ligue 1,65,RCB,LCB,6,,"Dives Into Tackles (AI), Long Passer (AI), Power Header",16,https://cdn.sofifa.net/players/171/791/19_120.png
172049,"LM, LW",31,2/13/1987,176,77,68,Super Lig,101014,LM,,,"#Speedster, #Dribbler, #Acrobat","Flair, Speed Dribbler (AI)",18,https://cdn.sofifa.net/players/172/049/19_120.png
172175,"LM, LW, ST",30,10/5/1987,182,72,31,Serie A,110374,SUB,,,,"Flair, Long Shot Taker (AI), Technical Dribbler (AI)",19,https://cdn.sofifa.net/players/172/175/19_120.png
172287,"CDM, CM",32,4/26/1986,182,74,53,La Liga,463,LCM,,,,"Dives Into Tackles (AI), Leadership",17,https://cdn.sofifa.net/players/172/287/19_120.png
172316,"RB, RM",31,4/26/1987,177,74,53,La Liga,1853,RB,,,,"Long Throw-in, Early Crosser, Power Header",18,https://cdn.sofifa.net/players/172/316/19_120.png
172862,CB,32,9/29/1985,183,76,19,Bundesliga,38,LCB,,,,"Leadership, Long Passer (AI)",18,https://cdn.sofifa.net/players/172/862/19_120.png
172962,"RW, RWB",27,12/12/1990,177,75,13,Premier League,5,SUB,,,,"Diver, Selfish, Flair, Technical Dribbler (AI)",19,https://cdn.sofifa.net/players/172/962/19_120.png
173306,"LB, LM",31,9/20/1986,181,76,31,Serie A,54,LM,,,,Technical Dribbler (AI),19,https://cdn.sofifa.net/players/173/306/19_120.png
173474,"CM, CAM, LM",30,9/26/1987,172,69,80,Bundesliga,191,LCM,,,#Engine,"Long Shot Taker (AI), Takes Finesse Free Kicks",19,https://cdn.sofifa.net/players/173/474/19_120.png
173546,CB,29,3/29/1989,192,74,13,Premier League,1799,RCB,,,,,17,https://cdn.sofifa.net/players/173/546/19_120.png
176550,GK,29,8/31/1988,183,80,31,Serie A,48,SUB,GK,1,,Puncher,77,https://cdn.sofifa.net/players/176/550/19_120.png
176733,"ST, CF",31,8/17/1986,184,74,,,,,RS,9,,"Beat Offside Trap, Backs Into Player",17,https://cdn.sofifa.net/players/176/733/19_120.png
177983,CB,31,9/30/1986,186,78,31,Serie A,47,SUB,SUB,2,,Injury Prone,11,https://cdn.sofifa.net/players/177/983/19_120.png
178085,"CM, LM",30,7/2/1987,180,78,53,La Liga,452,RCM,,,,Set Play Specialist,20,https://cdn.sofifa.net/players/178/085/19_120.png
178322,"RB, LB, RM, LM",30,6/25/1988,180,76,53,La Liga,483,RM,RM,7,,"Early Crosser, Long Shot Taker (AI), Speed Dribbler (AI)",18,https://cdn.sofifa.net/players/178/322/19_120.png
178416,"RM, RW",30,11/24/1987,178,75,68,Super Lig,327,SUB,,,#Speedster,"Beat Offside Trap, Speed Dribbler (AI), Chip Shot (AI)",20,https://cdn.sofifa.net/players/178/416/19_120.png
179527,"ST, LM",31,1/2/1987,185,80,16,Ligue 1,65,ST,,,,"Injury Prone, Beat Offside Trap",19,https://cdn.sofifa.net/players/179/527/19_120.png
179789,CB,30,5/17/1988,184,82,16,Ligue 1,74,LCB,,,,Long Passer (AI),16,https://cdn.sofifa.net/players/179/789/19_120.png
180432,"CM, CDM, CAM",33,5/29/1985,180,77,2012,Super League,112978,RCM,,,,"Flair, Long Shot Taker (AI), Playmaker (AI), Technical Dribbler (AI)",12,https://cdn.sofifa.net/players/180/432/19_120.png
180714,GK,32,12/12/1985,195,95,67,Premier League,100765,GK,,,,"Leadership, Puncher, GK Long Throw",77,https://cdn.sofifa.net/players/180/714/19_120.png
180826,ST,31,4/12/1987,184,80,67,Premier League,100767,ST,,,,,18,https://cdn.sofifa.net/players/180/826/19_120.png
182179,CB,31,3/5/1987,190,90,31,Serie A,189,RCB,,,#Strength,Power Header,14,https://cdn.sofifa.net/players/182/179/19_120.png
182495,"CB, RB",31,4/7/1987,180,78,31,Serie A,46,SUB,SUB,22,,"Long Throw-in, Injury Prone, Dives Into Tackles (AI), Early Crosser, Power Header",11,https://cdn.sofifa.net/players/182/495/19_120.png
183108,"LM, ST, RM",31,3/31/1987,180,85,350,Pro League,112139,LM,,,,"Selfish, Speed Dribbler (AI)",18,https://cdn.sofifa.net/players/183/108/19_120.png
183483,ST,30,3/12/1988,188,86,16,Ligue 1,219,SUB,ST,11,#Strength,"Power Header, Target Forward",18,https://cdn.sofifa.net/players/183/483/19_120.png
183556,CB,29,12/10/1988,193,85,16,Ligue 1,1819,LCB,,,,"Dives Into Tackles (AI), Long Passer (AI), Power Header",14,https://cdn.sofifa.net/players/183/556/19_120.png
183855,CB,30,5/23/1988,191,86,13,Premier League,19,LCB,,,,Long Passer (AI),11,https://cdn.sofifa.net/players/183/855/19_120.png
184069,ST,30,11/29/1987,194,92,19,Bundesliga,21,SUB,,,"#Aerial Threat, #Strength","Power Header, Target Forward",17,https://cdn.sofifa.net/players/184/069/19_120.png
184089,"RM, LM",29,7/1/1989,176,67,4,Jupiler Pro League,232,SUB,,,#Dribbler,"Selfish, Flair, Long Shot Taker (AI), Technical Dribbler (AI)",18,https://cdn.sofifa.net/players/184/089/19_120.png
184111,ST,27,12/3/1990,190,83,13,Premier League,1799,RS,,,#Strength,"Power Header, Target Forward",15,https://cdn.sofifa.net/players/184/111/19_120.png
184252,ST,30,6/4/1988,187,91,353,Liga Profesional,1876,LS,,,#Strength,"Technical Dribbler (AI), Target Forward",20,https://cdn.sofifa.net/players/184/252/19_120.png
184477,CB,26,2/23/1992,185,87,20,2. Bundesliga,28,SUB,SUB,23,#Strength,"Injury Prone, Power Header",17,https://cdn.sofifa.net/players/184/477/19_120.png
184575,"RM, LM, RW, CAM",29,4/3/1989,173,70,39,Major League Soccer,697,RM,,,#Acrobat,"Flair, Long Shot Taker (AI), Speed Dribbler (AI), Technical Dribbler (AI), Through Ball",19,https://cdn.sofifa.net/players/184/575/19_120.png
185422,"CF, ST, CAM",26,1/15/1992,184,74,13,Premier League,1943,CF,RS,7,,"Beat Offside Trap, Flair, Speed Dribbler (AI)",17,https://cdn.sofifa.net/players/185/422/19_120.png
186302,RM,30,4/29/1988,171,65,341,Liga MX,1878,LM,,,,Technical Dribbler (AI),17,https://cdn.sofifa.net/players/186/302/19_120.png
186307,"CAM, RM, LM",28,7/21/1989,171,65,19,Bundesliga,1824,SUB,SUB,8,,"Flair, Long Shot Taker (AI), Playmaker (AI)",20,https://cdn.sofifa.net/players/186/307/19_120.png
186581,"RM, CAM",32,6/13/1986,182,74,351,A-League,111397,CAM,,,#FK Specialist,"Power Free-Kick, Long Shot Taker (AI), Technical Dribbler (AI)",11,https://cdn.sofifa.net/players/186/581/19_120.png
187598,CB,27,10/10/1990,185,75,31,Serie A,39,RCB,,,,,19,https://cdn.sofifa.net/players/187/598/19_120.png
187607,ST,29,8/22/1988,196,91,,,,,ST,22,"#Aerial Threat, #Strength","Backs Into Player, Target Forward",18,https://cdn.sofifa.net/players/187/607/19_120.png
187924,"CAM, CM",27,1/7/1991,186,72,16,Ligue 1,74,CAM,,,,"Injury Prone, Flair, Playmaker (AI)",17,https://cdn.sofifa.net/players/187/924/19_120.png
188086,LB,29,7/5/1988,176,72,308,Liga Portugal,237,LB,,,,"Long Shot Taker (AI), Set Play Specialist",21,https://cdn.sofifa.net/players/188/086/19_120.png
188253,"CDM, CM",27,11/12/1990,180,72,13,Premier League,7,RES,LDM,8,,Injury Prone,18,https://cdn.sofifa.net/players/188/253/19_120.png
188427,"LM, LB, CM",32,1/18/1986,183,78,31,Serie A,46,LM,,,#Engine,"Long Throw-in, Finesse Shot",16,https://cdn.sofifa.net/players/188/427/19_120.png
188524,GK,29,8/11/1988,192,86,68,Super Lig,101014,GK,,,,"Avoids Using Weaker Foot, Leadership",77,https://cdn.sofifa.net/players/188/524/19_120.png
188840,RB,31,12/19/1986,182,83,68,Super Lig,111340,RM,,,,,19,https://cdn.sofifa.net/players/188/840/19_120.png
189156,"CB, CDM",29,8/4/1988,180,80,53,La Liga,481,SUB,,,,Injury Prone,19,https://cdn.sofifa.net/players/189/156/19_120.png
189165,"CM, CDM",26,2/27/1992,184,80,13,Premier League,13,LCM,,,,"Dives Into Tackles (AI), Long Passer (AI), Long Shot Taker (AI), Playmaker (AI)",19,https://cdn.sofifa.net/players/189/165/19_120.png
189296,GK,29,3/10/1989,194,92,31,Serie A,39,GK,,,,"GK Up for Corners, Puncher, Comes For Crosses",77,https://cdn.sofifa.net/players/189/296/19_120.png
189574,"CM, CDM",29,3/8/1989,187,78,53,La Liga,448,SUB,,,,"Playmaker (AI), Team Player",17,https://cdn.sofifa.net/players/189/574/19_120.png
189606,CDM,30,1/2/1988,183,85,19,Bundesliga,32,SUB,RDM,14,,Dives Into Tackles (AI),18,https://cdn.sofifa.net/players/189/606/19_120.png
189805,ST,27,8/27/1990,188,86,10,Eredivisie,247,ST,SUB,19,,"Power Header, Target Forward",19,https://cdn.sofifa.net/players/189/805/19_120.png
190324,CB,27,2/24/1991,188,84,13,Premier League,1795,RCB,,,,Dives Into Tackles (AI),20,https://cdn.sofifa.net/players/190/324/19_120.png
190717,"ST, RM",28,3/28/1990,178,82,13,Premier League,19,SUB,,,,"Injury Prone, Flair, Speed Dribbler (AI), Power Header, Giant Throw-in",19,https://cdn.sofifa.net/players/190/717/19_120.png
190765,"CAM, CM",27,6/15/1991,181,78,13,Premier League,1808,CAM,,,#Engine,"Injury Free, Long Shot Taker (AI), Playmaker (AI), Set Play Specialist",20,https://cdn.sofifa.net/players/190/765/19_120.png
192123,ST,26,12/7/1991,189,92,13,Premier League,1796,ST,ST,9,,"Power Free-Kick, Target Forward",20,https://cdn.sofifa.net/players/192/123/19_120.png
192557,LB,26,1/26/1992,181,76,19,Bundesliga,166,LB,SUB,2,"#Crosser, #FK Specialist","Long Throw-in, Early Crosser, Takes Finesse Free Kicks",20,https://cdn.sofifa.net/players/192/557/19_120.png
192598,"ST, CAM",28,7/13/1989,180,77,2012,Super League,112540,SUB,,,,"Power Free-Kick, Chip Shot (AI)",17,https://cdn.sofifa.net/players/192/598/19_120.png
193130,"LM, ST",27,11/6/1990,184,73,13,Premier League,144,RW,,,,"Injury Prone, Long Shot Taker (AI)",17,https://cdn.sofifa.net/players/193/130/19_120.png
193152,GK,30,1/25/1988,187,95,53,La Liga,448,GK,,,,"Puncher, GK Long Throw",77,https://cdn.sofifa.net/players/193/152/19_120.png
193361,"LM, CM, CAM",27,2/8/1991,182,76,31,Serie A,54,RCM,,,,Technical Dribbler (AI),19,https://cdn.sofifa.net/players/193/361/19_120.png
193476,"CAM, LW",28,3/8/1990,171,71,16,Ligue 1,1819,LM,,,#Acrobat,"Flair, Technical Dribbler (AI), Takes Finesse Free Kicks",19,https://cdn.sofifa.net/players/193/476/19_120.png
194845,"CF, ST, LM",27,2/8/1991,176,82,16,Ligue 1,1819,CAM,,,,"Long Shot Taker (AI), Speed Dribbler (AI), Playmaker (AI), Set Play Specialist, Takes Finesse Free Kicks",15,https://cdn.sofifa.net/players/194/845/19_120.png
194911,GK,31,1/3/1987,190,80,13,Premier League,19,GK,,,,Saves with Feet,77,https://cdn.sofifa.net/players/194/911/19_120.png
194932,"RM, LM, ST",26,7/16/1991,181,73,13,Premier League,1799,RM,,,,"Selfish, Long Shot Taker (AI), Speed Dribbler (AI)",19,https://cdn.sofifa.net/players/194/932/19_120.png
195586,ST,29,2/1/1989,184,80,19,Bundesliga,100409,ST,ST,11,,"Beat Offside Trap, Finesse Shot",20,https://cdn.sofifa.net/players/195/586/19_120.png
196147,"CAM, CM, ST",32,7/1/1986,192,83,2012,Super League,110955,CAM,,,,"Avoids Using Weaker Foot, Flair, Playmaker (AI), Technical Dribbler (AI)",19,https://cdn.sofifa.net/players/196/147/19_120.png
196432,"CM, CDM",32,2/22/1986,178,77,353,Liga Profesional,1876,LCM,CDM,15,,"Injury Prone, Dives Into Tackles (AI)",19,https://cdn.sofifa.net/players/196/432/19_120.png
196934,"CM, CDM, CAM",25,9/23/1992,180,75,68,Super Lig,327,CAM,SUB,8,,"Leadership, Playmaker (AI), Technical Dribbler (AI)",18,https://cdn.sofifa.net/players/196/934/19_120.png
196978,ST,26,2/27/1992,180,66,13,Premier League,1943,ST,,,,"Injury Prone, Beat Offside Trap, Speed Dribbler (AI)",17,https://cdn.sofifa.net/players/196/978/19_120.png
197242,"CDM, CM",28,1/29/1990,186,85,67,Premier League,100765,LDM,LCM,10,,Long Passer (AI),17,https://cdn.sofifa.net/players/197/242/19_120.png
197948,CB,27,5/20/1991,189,89,13,Premier League,13,LCB,,,,Long Passer (AI),18,https://cdn.sofifa.net/players/197/948/19_120.png
198200,"CB, CDM",27,8/13/1990,180,82,19,Bundesliga,34,SUB,,,,Injury Free,20,https://cdn.sofifa.net/players/198/200/19_120.png
198513,GK,26,11/16/1991,183,85,308,Liga Portugal,112516,GK,,,,"Injury Free, GK Long Throw, Saves with Feet",77,https://cdn.sofifa.net/players/198/513/19_120.png
198584,CB,28,11/22/1989,192,92,4,Jupiler Pro League,229,SUB,,,#Strength,"Long Passer (AI), Power Header",17,https://cdn.sofifa.net/players/198/584/19_120.png
198648,"CM, CDM",30,2/18/1988,176,77,63,Super League,280,RDM,,,,"Injury Free, Long Passer (AI), Long Shot Taker (AI)",21,https://cdn.sofifa.net/players/198/648/19_120.png
199005,GK,26,4/8/1992,184,82,13,Premier League,1808,GK,GK,1,,"GK Long Throw, Rushes Out Of Goal, Comes For Crosses",77,https://cdn.sofifa.net/players/199/005/19_120.png
199576,"CDM, CM",26,9/24/1991,183,83,13,Premier League,17,RCM,,,,,20,https://cdn.sofifa.net/players/199/576/19_120.png
199633,RB,29,6/9/1989,181,78,13,Premier League,1796,RB,,,,"Long Throw-in, Early Crosser",17,https://cdn.sofifa.net/players/199/633/19_120.png
199827,"CM, CAM, CDM",31,10/24/1986,185,81,353,Liga Profesional,110093,LCM,SUB,10,,"Flair, Long Passer (AI), Playmaker (AI), Technical Dribbler (AI), Takes Finesse Free Kicks",19,https://cdn.sofifa.net/players/199/827/19_120.png
199986,"CB, RB, LB",31,5/15/1987,177,76,53,La Liga,467,SUB,,,,Injury Prone,18,https://cdn.sofifa.net/players/199/986/19_120.png
200155,CAM,25,8/24/1992,195,80,4,Jupiler Pro League,231,CAM,,,#Engine,"Injury Free, Playmaker (AI)",18,https://cdn.sofifa.net/players/200/155/19_120.png
200332,GK,25,8/26/1992,197,95,16,Ligue 1,74,GK,SUB,16,,"Puncher, Comes For Crosses",77,https://cdn.sofifa.net/players/200/332/19_120.png
200458,LB,24,7/20/1993,178,74,13,Premier League,7,SUB,,,,Long Throw-in,17,https://cdn.sofifa.net/players/200/458/19_120.png
200529,"LM, RM, CAM",28,8/2/1989,187,85,14,Championship,109,SUB,SUB,22,,Technical Dribbler (AI),19,https://cdn.sofifa.net/players/200/529/19_120.png
200536,"LWB, LM, LB",25,4/1/1993,180,78,19,Bundesliga,10029,LWB,,,,"Avoids Using Weaker Foot, Speed Dribbler (AI)",18,https://cdn.sofifa.net/players/200/536/19_120.png
200607,CB,28,4/29/1990,189,77,13,Premier League,1939,LCB,,,,Injury Free,17,https://cdn.sofifa.net/players/200/607/19_120.png
200752,"CB, LB",27,6/10/1991,185,76,31,Serie A,52,SUB,,,,Avoids Using Weaker Foot,18,https://cdn.sofifa.net/players/200/752/19_120.png
201046,CAM,26,12/21/1991,184,73,31,Serie A,1837,SUB,,,,"Playmaker (AI), Outside Foot Shot, Technical Dribbler (AI)",11,https://cdn.sofifa.net/players/201/046/19_120.png
201262,"CM, CAM, CDM",27,8/8/1990,171,64,19,Bundesliga,166,CAM,RCM,8,#Engine,"Long Shot Taker (AI), Playmaker (AI)",21,https://cdn.sofifa.net/players/201/262/19_120.png
201325,GK,32,2/9/1986,196,86,16,Ligue 1,71,GK,GK,12,,"Puncher, Cautious With Crosses",77,https://cdn.sofifa.net/players/201/325/19_120.png
201519,"CM, CDM",25,3/1/1993,176,67,31,Serie A,110374,LCM,,,,"Injury Free, Set Play Specialist, Takes Finesse Free Kicks",17,https://cdn.sofifa.net/players/201/519/19_120.png
201939,RB,25,9/26/1992,189,79,53,La Liga,461,RB,,,,Injury Prone,16,https://cdn.sofifa.net/players/201/939/19_120.png
202562,"LB, LWB, LM",25,1/6/1993,175,80,19,Bundesliga,175,LB,,,,,17,https://cdn.sofifa.net/players/202/562/19_120.png
202642,"CDM, CM",26,3/3/1992,175,80,67,Premier League,100767,CDM,,,,"Long Passer (AI), Long Shot Taker (AI), Playmaker (AI), Takes Finesse Free Kicks",17,https://cdn.sofifa.net/players/202/642/19_120.png
203280,ST,28,4/17/1990,180,73,16,Ligue 1,219,ST,,,#Acrobat,"Injury Free, Beat Offside Trap, Finesse Shot",18,https://cdn.sofifa.net/players/203/280/19_120.png
203299,"RM, RW",27,6/14/1991,181,78,350,Pro League,605,RM,RM,18,,"Flair, Speed Dribbler (AI)",18,https://cdn.sofifa.net/players/203/299/19_120.png
203487,CB,24,11/11/1993,188,89,13,Premier League,13,RCB,,,,"Leadership, Power Header",19,https://cdn.sofifa.net/players/203/487/19_120.png
203886,"CM, CDM",27,3/3/1991,174,74,4,Jupiler Pro League,229,LCM,,,,"Avoids Using Weaker Foot, Dives Into Tackles (AI), Long Shot Taker (AI), Playmaker (AI), Outside Foot Shot",19,https://cdn.sofifa.net/players/203/886/19_120.png
204120,GK,29,3/29/1989,188,85,53,La Liga,481,GK,GK,1,,"Team Player, Rushes Out Of Goal, Comes For Crosses",77,https://cdn.sofifa.net/players/204/120/19_120.png
204240,GK,27,10/28/1990,185,85,16,Ligue 1,1809,GK,,,,Comes For Crosses,77,https://cdn.sofifa.net/players/204/240/19_120.png
204259,RB,26,1/13/1992,178,72,53,La Liga,240,SUB,RB,4,,,20,https://cdn.sofifa.net/players/204/259/19_120.png
